FOR_Fields_Key,FOR_Field,FOR_Description,FOR_Fields_Time
5d37cf042fe001df5277056bb749d414,450526,Aboriginal and Torres Strait Islander tourism,2024-07-10
c99e02d103584f1e7674fa7681c7d33f,450527,Aboriginal and Torres Strait Islander urban and regional planning,2024-07-10
5e8d7d9c9cc0a333bc87f5d6ffc03be9,450599,"Aboriginal and Torres Strait Islander peoples, society and community not elsewhere classified",2024-07-10
d6ad534bc9fc2ae7b05f91a399e46ee8,450601,Aboriginal and Torres Strait Islander astronomy and cosmology,2024-07-10
3d101f7296bf96a56ba1ec6b5569071d,450602,Aboriginal and Torres Strait Islander biological sciences,2024-07-10
a49bbcc61934556a7c3246d8e7859787,450603,Aboriginal and Torres Strait Islander computing technology use and design,2024-07-10
ee8cc93cb002d142cbaccc7af6c541d7,450604,Aboriginal and Torres Strait Islander engineering,2024-07-10
c1a9b0b68f56c8b1627348dc97d43d62,450605,Aboriginal and Torres Strait Islander genomics,2024-07-10
a3fddad29607cbe6a16f7cef623549e7,450606,Aboriginal and Torres Strait Islander information and knowledge management systems,2024-07-10
e96c0b424eaa663ecf3a60e7796f6b33,450607,Aboriginal and Torres Strait Islander innovation,2024-07-10
ed96b9a8a63f3d6106bd121f954b209e,450608,Aboriginal and Torres Strait Islander knowledge management methods,2024-07-10
53d5090d88815ea9bf036e99ffeff7ba,450609,"Aboriginal and Torres Strait Islander mathematical, physical and chemical sciences (excl. astronomy and cosmology)",2024-07-10
e76aca4482027cdabe30a5538f2ba591,450699,Aboriginal and Torres Strait Islander sciences not elsewhere classified,2024-07-10
b81c77941cc4e5f431efebd16c8447a0,450701,Te whāomoomo i te tuku ihotanga Māori (conservation of Māori heritage),2024-07-10
7697a3ac2669faca8318dad3bbdf01ab,450702,Te mana wahine (female status),2024-07-10
e7d72b9e6e7835b7129614ddeca1952b,450703,Te mana tāne (male status),2024-07-10
30be2f2cd8d807b5e1d1599f50083921,450704,Te mātai whaipara Māori (Māori archaeology),2024-07-10
dcf81ba663e16babb4d45c0908c346b1,450705,Ngā taonga Māori nō mua (Māori artefacts),2024-07-10
e8ac74f82a70d6a611b464c805dc6968,450706,Te hītori ahurea Māori (Māori cultural history),2024-07-10
ee7ef22945955442d94f9f0841682d72,450707,Te ahurea Māori (Māori culture),2024-07-10
4b2a940c3ae5eb6c8b7c111a99691703,450708,"Ngā mātai kaitiaki, pūranga me ngā whare tongarewa o te Māori (Māori curatorial, archives and museum studies)",2024-07-10
d823eb017305a28e39f9d97c4a6e1aef,450709,Ngā matatika o te Māori (Māori ethics),2024-07-10
fad06a7869761089cb83498a2746b7a2,450710,Te hītori Māori (Māori history),2024-07-10
50c83250729be215d10c59a722cfe3e5,450711,"Te whenua, ahurea me te tuakiri o te Māori (Māori land, culture and identity)",2024-07-10
e413739011a819ece34e5d5cbd4f6e41,450712,Te mātai i te reo Māori me te reo Māori (Māori linguistics and languages),2024-07-10
3d53c51e33ee46f3da0cf1d9185f542d,450713,"Te mātākōrero, te kawe kōrero me te tuhituhi ngaio o te Māori (Māori literature, journalism and professional writing)",2024-07-10
270d43d8fe19eca0aa37bd062a294d65,450714,"Ngā arapāho, ngā kiriata, te hākoritanga me te hopu whakaahua o te Māori (Māori media, film, animation and photography)",2024-07-10
fcd7d1ea3558abd5ead3dc5a3609166f,450715,Te puoro me ngā mahi a te rēhia o te Māori (Māori music and performing arts),2024-07-10
57468b59cdc1332353169c898acca0c6,450716,Te rapunga whakaaro o te Māori (Māori philosophy),2024-07-10
a4f8aac036b594d8296401a2d4220798,450717,Ngā Kaupapa Māori (Māori projects),2024-07-10
03ce9751952424ffbf8edbc774a10ea1,450718,Te whakapono me te mātai whakapono o te Māori (Māori religion and religious studies),2024-07-10
d20b83af0297f43ebef66ee710d54d1e,450719,Te whakahoki taonga a te Māori ki te kāinga (Māori repatriation),2024-07-10
b9b4aec41a320fa40261a91651e1dd1b,450720,Ngā tikanga rangahau o te Māori (Māori research methods),2024-07-10
0d22df1fb04d59501e7016b8f6926bbf,450721,Ngā toi ataata ngā mahi ā-rehe o te Māori (Māori visual arts and crafts),2024-07-10
539c483019eb3786a9f92ed1e8014d2f,450799,"Te ahurea, reo, me te hītori o te Māori kāore anō kia whakarōpūtia i wāhi kē (Māori culture, language and history not elsewhere classified)",2024-07-10
2d968b3dd7d7e47260d92460205258c9,450801,Ngā kōhanga reo (Māori curriculum and pedagogy),2024-07-10
985b5a2999b6b2180004aad757ec1ce7,450802,Te Whāriki - te mātauranga kōhungahunga Māori (Māori early childhood education),2024-07-10
45cd934ca11a521913a5d37bc16570cf,450803,Ngā tikanga mātauranga o te Māori (Māori educational methods),2024-07-10
faa549d96656546a6588eeddd7dfcd2f,450804,Te mātauranga kura tuatoru Māori (Māori higher education),2024-07-10
08827d652a82e75ba9f6588ef0e27c06,450805,Te mātauranga reo Māori (Māori language education),2024-07-10
bb979827b22c60a0676a48dea98bca8f,450806,Ngā kura kaupapa Māori (Māori primary education),2024-07-10
b446613960d381314e20f02e35df977e,450807,Te urupare me te whai wāhi Māori ki te mātauranga (Māori responsiveness and engaged education),2024-07-10
b847cb86dbce6de1a7b290478ad53652,450808,Te mātauranga kura tuarua Māori (Māori secondary education),2024-07-10
34343c1fac2143c329ad91c0deb268bb,450809,Te whai wāhi ākonga me ngā mahi whakaako o te Māori (Māori student engagement and teaching),2024-07-10
629799c8133ea3fb0342493fa30b892f,450810,"Tō te Māori mātauranga hangarau, mātauranga atu anō, mātauranga haere tonu, me te mātauranga hapori (Māori technical, further, continuing and community education)",2024-07-10
b94623bc06f729bd83b550999ba9f207,450811,Te mātauranga Māori i roto i te mātauranga (Mātauranga Māori in education),2024-07-10
476e86c10ded5cc2468be27e84fed262,450899,Te mātauranga Māori kāore anō kia whakarōpūtia i wāhi kē (Māori education not elsewhere classified),2024-07-10
921cff6521dd48031509725e4e70d370,450901,Te ahuwhenua me ngā mahi ngahere o te Māori (Māori agriculture and forestry),2024-07-10
7c30cdc25d3779dd230aec18d3e7391a,450902,Ngā pūtaiao-ā-nuku o te Māori (Māori earth sciences),2024-07-10
b5b09a85bc49160cfe7a8a51880a4783,450903,Te whāomoomo taiao o te Māori (Māori environmental conservation),2024-07-10
152262fa4cb4a837d370c8f28bd0c050,450904,Ngā mātauranga taiao o te Māori (Māori environmental knowledges),2024-07-10
94ea2343d56cf3ed59b08a1f606589ad,450905,Te ahumoana me te ahumoana tuku iho o te Māori (Māori fisheries and customary fisheries),2024-07-10
8c6f4689a72f000d88b47acf71c6e67d,450906,Te whakahaere whenua me te wai o te Māori (Māori land and water management),2024-07-10
e69a99f7e4529e96448b025c836435f4,450907,Te pūtaiao taiao moana o te Māori (Māori marine environment science),2024-07-10
4041daa5e08a094132d55d66f864cf79,450999,Ngā mātauranga taiao o te Māori kāore anō kia whakarōpūtia i wāhi kē (Māori environmental knowledges not elsewhere classified),2024-07-10
c962b2a633558ff7a7f74ecc96336a5d,451001,Te whaikaha me te Māori (Māori and disability),2024-07-10
279776f7c231e849b0afb32650f0bc41,451002,"Ngā pūtaiao koiora-hauora, haumanu hoki o te Māori (Māori biomedical and clinical sciences)",2024-07-10
fb354171d928319d0d572200c51db8c5,451003,Ngā tokoingoa ahurea o te hauora o te Māori (Māori cultural determinants of health),2024-07-10
23bb33df4d4faf927aa726b7d255a62f,451004,Te horakai me ngā kai o te Māori (Māori diet and nutrition),2024-07-10
6a42433f8fe668a852f3800739489e30,451005,Te mātai tahumaero o te Māori (Māori epidemiology),2024-07-10
66b82ad2e54f62547e2d47e19765ca91,451006,Ngā kaupapahere hauora o te Māori (Māori health policy),2024-07-10
d6a7b9a372983d0597e3693605cca22a,451007,Te whakatairanga hauora o te Māori (Māori health promotion),2024-07-10
f94d1a0dff51188bc35c6424a06bf6a0,451008,Ngā wāhanga ora o te Māori (Māori life course),2024-07-10
d16f9a307e49a6c7acd76c3a219bdd8a,451009,Ngā rongoā me ngā whakamaimoa o te Māori (Māori medicine and treatments),2024-07-10
89ca03fd7088b631deb371c0474a16a4,451010,Ngā kaiwhakawhānau me te mātai mate tamariki o te Māori (Māori midwifery and paediatrics),2024-07-10
50bf9593b0d54f80da18612e5a2136db,451011,"Te hauora me te oranga ā-whaea, ā-pēpi o te Māori (Māori mothers and babies health and wellbeing)",2024-07-10
4dfbf08e13a6b1a588520e7e36043d58,451012,Te mahi tapuhi o te Māori (Māori nursing),2024-07-10
16f4ed54eafeb3caa9f9c05cb82010d8,451013,Mātauranga hinengaro kaupapa Māori (Māori psychology),2024-07-10
b7de06aca7ec9a6322172f2dfd1f4e8d,451014,Ngā pūnaha mātauranga hinengaro o te Māori (Māori psychology knowledge systems),2024-07-10
abbc4061f8be23d2c9f07cae02664c45,451015,Te hauora me te oranga tūmatanui o te Māori (Māori public health and wellbeing),2024-07-10
d0116ad2dc907c3ad81e90eee4ddc751,451016,Te hauora mamao o te Māori (Māori remote health),2024-07-10
ec79e144d5edb7cd279b046232785d58,451017,"Te oranga ā-pāpori, ā-hinengaro, ā-ahurea, ā-wairua o te Māori (Māori social, cultural, emotional and spiritual wellbeing)",2024-07-10
731e0a821d2e48548099518d11e38631,451018,Ngā tokoingoa pāpori o te hauora o te Māori (Māori social determinants of health),2024-07-10
588f46e61d81830c527a9e332db23d48,451019,Ngā hākinakina me te korikori tinana o te Māori (Māori sport and physical activity),2024-07-10
f7f43ffaf9e07f1cf19fcad93c3559ba,451020,Te ariā o ngā tauira panoni hauora o te Māori (Māori theory of change models for health),2024-07-10
899186d34bc06e98d07b698e517755fc,451021,Ngā taiohi me ngā whānau Māori (Māori youth and family),2024-07-10
040b0e74690b88e496d922c91099fc37,451099,Te hauora me te oranga o te Māori kāore anō kia whakarōpūhia i wāhi kē (Māori health and wellbeing not elsewhere classified),2024-07-10
acb8fdeb02f4c5f5457fb9a8b45f96cc,451101,Te mahi kaute o te Māori (Māori accounting),2024-07-10
d65ed2c46cd01825741d3672acfa0ed7,451102,Te mātauranga tikanga Māori (Māori anthropology),2024-07-10
63430892c2a954d44ea5b4e1949846bb,451103,Te hoahoanga whare o te Māori (Māori architecture)  ,2024-07-10
5ac5606809e887d58fdf03742d4c1e73,451104,Ngā mahi tauhokohoko o te Māori (Māori commerce),2024-07-10
6013c74a191ab528abeea645bf894165,451105,"Te whanaketanga ā-hapori, ā-rohe o te Māori (Māori community and regional development)",2024-07-10
c08df077c9393d789865f50bc43d6230,451106,Te rangahau kei rō hapori o te Māori (Māori community-based research),2024-07-10
7ebf1acb6d98a24485e063a430bc60b6,451107,"Te kāwana ā-hapori, whakatau take hoki o te Māori (Māori community governance and decision making)",2024-07-10
5f43c0140cbf6bce3f68ea5ba13e8ed3,451108,Te mātauranga taihara Māori (Māori criminology),2024-07-10
4faa78926825705c3069156151975f4f,451109,Ngā tikanga Māori (Māori customary law),2024-07-10
4016bba712c9254554673de142f36ffe,451110,Te whakaharatau me te whakahaere hoahoa o te Māori (Māori design practice and management),2024-07-10
55b1bda5cfda2e328316046764b5a38b,451111,Te mātauranga ōhanga o te Māori (Māori economics),2024-07-10
a964c0e5a10ce281a8b4671358c01e5f,451112,Te ahumoni Māori (Māori finance),2024-07-10
a4b063f6cbb856c31cd31e4de6f2415d,451113,Te mātauranga matawhenua ā-iwi me te tatauranga ā-iwi o te Māori (Māori human geography and demography),2024-07-10
cc2e347ddc6aa714eddeaebba38bd2f1,451114,Te ture Whenua (Māori land law),2024-07-10
03528c5e1c1e4c33436e169be72f6585,451115,Te ture me te tika Māori (Māori law and justice),2024-07-10
c01fbcc477ad0bf9aa628178cc805771,451116,Ngā ture Māori (Māori legislation),2024-07-10
891c7f3ad12cd18c84720f2b8ebaa849,451117,Te whakahaere o te Māori (Māori management),2024-07-10
87d45db3fd8d5f10c0397529e173170a,451118,Te whakamākete o te Māori (Māori marketing),2024-07-10
d5419cd196f98163cd2ceb8131f31133,451119,Ngā hinonga pāpori kaupapa atawhai o te Māori (Māori not-for-profit social enterprises),2024-07-10
ef27cb2241ba285c886774924ddb8b2d,451120,Ngā iwi Māori me te ture (Māori peoples and the law),2024-07-10
e63dd8f3bc2837c497c97c2b4493a8f6,451121,Ngā tirohanga Māori (Māori perspectives),2024-07-10
44ef0d2fd267072603fe0eb7a7f6ba6d,451122,Te whai wāhi me te whakakanohi taha tōrāngapū o te Māori (Māori political participation and representation),2024-07-10
025076303acf29757d0657488de2ab8e,451123,Ngā mahi tōrangapū Māori (Māori politics),2024-07-10
5b949f23d58c671db0371d8b5be13888,451124,Ngā ture rawa Māori (Māori resource law),2024-07-10
510a9c82e6582d76012c7b0b2df932d8,451125,Te pāpātanga pāpori me te aromātai hōtaka o te Māori (Māori social impact and program evaluation),2024-07-10
02f9668eda77df0e7e82e5a72ee1d7fa,451126,Ngā mahi tauwhiro me te tika pāpori o te Māori (Māori social work and social justice),2024-07-10
7b6318d94b50a292f2796c3215d9e73a,451127,Ngā mātai tikanga ā-iwi o te Māori (Māori sociological studies),2024-07-10
ca0b5eb1d537a8027b94c2e55e792eea,451128,Te mātauranga pāpori o te Māori (Māori sociology),2024-07-10
c915b5bb8950a95e7fd85611bb9e2bd5,451129,Te mahi tāpoi Māori (Māori tourism),2024-07-10
bd2bde01e9d9d085c8a3bc43a2d9ae46,451130,Te Tiriti o Waitangi (The Treaty of Waitangi),2024-07-10
1aec49737358247f087869673762ffe1,451131,"Te whakamahere ā-tāone, ā-rohe o te Māori (Māori urban and regional planning)",2024-07-10
6e2cc0d4a09e4cabe3a85a278c275152,451199,"Ngā tāngata, te porihanga me ngā hapori o te Māori kāore anō kia whakarōpūtia i wāhi kē (Māori peoples, society and community not elsewhere classified)",2024-07-10
f3c2f30cfdddac500b522ae89a7e0aad,451201,Te mātai arorangi me te mātai tuarangi o te Māori (Māori astronomy and cosmology),2024-07-10
6f97dd44103b3cb93ef0bc56037e2fbe,451202,Ngā pūtaiao koiora o te Māori (Māori biological sciences),2024-07-10
aa453ed09bc8a36d34be1bcbb6359e28,451203,Te whakamahi me te hoahoa o te hangarau rorohiko o te Māori (Māori computing technology use and design),2024-07-10
cf4d9923565949c7214b30347b20ea95,451204,Te mana motuhake o ngā raraunga Māori (Māori data sovereignty),2024-07-10
930fa181de15aa559383105ac6ef929e,451205,Te mātauranga pūkaha o te Māori (Māori engineering),2024-07-10
f4c2c0ac52657aacc7db91d6ec96a029,451206,Te mātai huingaira o te Māori (Māori genomics),2024-07-10
452f9f5af91cdf5fb1b219a3a55f98de,451207,Ngā pūnaha whakahaere mōhiohio me te mātauranga o te Māori (Māori information and knowledge management systems),2024-07-10
1ca988dbcdcf99811d39c2cba3ef45e8,451208,Te wairua auaha o te Māori (Māori innovation),2024-07-10
b9de2bfc258d217ce7bdee862ee8a238,451209,Ngā tikanga whakahaere mōhiotanga Māori (Māori knowledge management methods),2024-07-10
8cdd0bf6a8f3c11cf7b65cb42995bd4f,451210,"Ngā pūtaiao pāngarau, ōkiko, matū hoki - hāunga te mātai arorangi me te mātai tuarangi o te Māori (Māori mathematical, physical and chemical sciences - excl. astronomy and cosmology)",2024-07-10
f0c209f6a672b5e07f4661d0939aa2fa,451211,Te tukatuka reo noa o te Māori (Māori natural language processing),2024-07-10
c510ff39e8d0156a38db2ce80718d14d,451299,Ngā pūtaiao Māori kāore anō kia whakarōpūhia i wāhi kē (Māori sciences not elsewhere classified),2024-07-10
0a780e6966f16adf6370e3556c1c2fd2,451301,Archaeology of New Guinea and Pacific Islands (excl. New Zealand),2024-07-10
ab836aa4f1fa32dd7d6c42433ee1ba7d,451302,Conservation of Pacific Peoples heritage,2024-07-10
7b059dccac7b5c4e1bed325610cb5227,451303,Pacific Peoples artefacts,2024-07-10
7f0dfe190640f9339497c640e5ef8479,451304,Pacific Peoples cultural history,2024-07-10
a9a75524024b703baf4a04914b6f6e2b,451305,Pacific Peoples culture,2024-07-10
66c806283bdb7b408e5cae1824070b9a,451306,"Pacific Peoples curatorial, archives and museum studies",2024-07-10
dd18ec8d54f347cb44dfa15e75acb70e,451307,Pacific Peoples ethics,2024-07-10
44011974708fb9d814d69240fde4c478,451308,Pacific Peoples history,2024-07-10
7357f0508b415f0c1c507ff3d43f381c,451309,"Pacific Peoples land, culture and identity",2024-07-10
d5ff071e6f4355aa0d3e5a0bb924bed9,451310,Pacific Peoples linguistics and languages,2024-07-10
5e5fc26790080de624d44046017458bc,451311,"Pacific Peoples literature, journalism and professional writing",2024-07-10
07037577036dff8546be3638f4b90541,451312,"Pacific Peoples media, film, animation and photography",2024-07-10
7799f4f23cb5bb9d002f60af155004e5,451313,Pacific Peoples music and performing arts,2024-07-10
fb9371f105ce9442c6acd33fbdd3a1f9,451314,Pacific Peoples philosophy,2024-07-10
a72acee2fa46c854cd55cc8db770c7c0,451315,Pacific Peoples religion and religious studies,2024-07-10
b99f8de7b95e5fe0640dc9d57b89c4ae,451316,Pacific Peoples repatriation,2024-07-10
b23824620ba6f3c16f816f9e6224ada6,451317,Pacific Peoples research methods,2024-07-10
47da347607ef15b6b6f93cf3761ea621,451318,Pacific Peoples visual arts and crafts,2024-07-10
a98e1be3fe47961af1e56ea823e55014,451319,"Pacific Peoples ways of knowing, being and doing",2024-07-10
be6198daa0bf03518ffda4ba08a43418,451399,"Pacific Peoples culture, language and history not elsewhere classified",2024-07-10
188d99e16fda475b34ecb4fd5add6a89,451401,Cultural responsiveness and working with Pacific Peoples communities education,2024-07-10
08349b1c79d4e7d99c420be3f28881a7,451402,"Embedding Pacific Peoples knowledges, histories, culture, country, perspectives and ethics in education",2024-07-10
70e07679519fbd9d4ebdfc10c97bd84d,451403,Pacific Peoples curriculum and pedagogy,2024-07-10
f3d81dfad6e0a124316170da14985e40,451404,Pacific Peoples early childhood education,2024-07-10
d22b36fcd81d252be69d46191ec9f7e7,451405,Pacific Peoples educational methods,2024-07-10
58ae1e65b66da7747bff712d331a6b44,451406,"Pacific Peoples technical, further, continuing and community education",2024-07-10
2272aa06a41439ed8af7aac8ee9a08d6,451407,Pacific Peoples higher education,2024-07-10
b0670813fdaffa8436c25e3992f015f3,451408,Pacific Peoples language education,2024-07-10
d6f970591cec03e713a2ff02aad5f2df,451409,Pacific Peoples men’s education,2024-07-10
f7e7bcb9f1c624c5b78a635a34d4b397,451410,Pacific Peoples primary education,2024-07-10
bb07e62abb7691d1feaa04fb690cddde,451411,Pacific Peoples secondary education,2024-07-10
ead65534ac02bf27b86c687131958a0c,451412,Pacific Peoples student engagement and teaching,2024-07-10
0da6e6b67379cedcccfee9049907d771,451413,Pacific Peoples women’s education,2024-07-10
c55539746c85b6ffcfd92ade35612a5d,451499,Pacific Peoples education not elsewhere classified,2024-07-10
9a144ece7add480d292d284e61cd3417,451501,Pacific Peoples agriculture and forestry,2024-07-10
8392f3a8d1d7bc959007503f33ccc299,451502,Pacific Peoples earth sciences,2024-07-10
8decac6af612a8c0e429e1dc0501e218,451503,Pacific Peoples environmental conservation,2024-07-10
e2fa581b0420ecdaf01947faa2b16cab,451504,Pacific Peoples environmental knowledges,2024-07-10
74c3ab605ec4c91177afc76576b79448,451505,Pacific Peoples fisheries and customary fisheries,2024-07-10
b1483a960f980a67ae31b1eb4145f1d7,451506,Pacific Peoples land and water management,2024-07-10
08761006d4333720204bdbf64d4c57b8,451507,Pacific Peoples marine environment science,2024-07-10
120fd68b13230bd6f039114f2625e874,451599,Pacific Peoples environmental knowledges not elsewhere classified,2024-07-10
8e766ff3a80eeca428000b6f387cd056,451601,Pacific Peoples and disability,2024-07-10
67789864244b5d56e09325ae10640e0d,451602,Pacific Peoples biomedical and clinical science,2024-07-10
03847e53be80c093b9ac1c04b4a3e144,451603,Pacific Peoples cultural determinants of health,2024-07-10
ea414f977311b5a7fc3039606bccd7b9,451604,Pacific Peoples diet and nutrition,2024-07-10
714635c0becf13e8f5da494c114d6b63,451605,Pacific Peoples epidemiology,2024-07-10
4a59c5f9ad14cb1e31b69487db08cc6a,451606,Pacific Peoples health policy,2024-07-10
eaef808fdbd59660c8fba1ca603bf9e9,451607,Pacific Peoples health promotion,2024-07-10
4b45de1c03cec1305a9ec50761ba2183,451608,Pacific Peoples life course,2024-07-10
0f4a1afb5d4c1bf8c39c64b9e9da61cb,451609,Pacific Peoples medicine and treatments,2024-07-10
2179538710662f254b109a163a21595e,451610,Pacific Peoples midwifery and paediatrics,2024-07-10
e75368e61ad9d1f4eae858c34956f5c1,451611,Pacific Peoples mothers and babies health and wellbeing,2024-07-10
e60eac99f765cb7a149820ab13bfa19f,451612,Pacific Peoples nursing,2024-07-10
5f3d293ea817565541c46c71e5472996,451613,Pacific Peoples psychology,2024-07-10
be40176301531259a8a32f1c7597522f,451614,Pacific Peoples public health and wellbeing,2024-07-10
db97b6978f8a2dc933e6c6df8fcd34a9,451615,Pacific Peoples remote health,2024-07-10
9d4a206a253612bd5ba2bafd3207cbad,451616,Pacific Peoples social determinants of health,2024-07-10
42eb6519dd7a8bf687700b62d555a253,451617,"Pacific Peoples social, cultural, emotional and spiritual wellbeing",2024-07-10
59a5a98c6d869f7826b092d2fc89e44c,451618,Pacific Peoples sport and physical activity,2024-07-10
b3e370c02e142cac91cc8f2b62876692,451619,Pacific Peoples theory of change models for health,2024-07-10
be92d532c0d7b385d3b1b164bd33f820,451620,Pacific Peoples youth and family,2024-07-10
26a38b9cb9669b48b759d4292558d607,451699,Pacific Peoples health and wellbeing not elsewhere classified,2024-07-10
c932ea4a377b0f51fb6e7351f512da2d,451701,Pacific Peoples astronomy and cosmology,2024-07-10
b82d988e97e831b3b0dedac64d48469d,451702,Pacific Peoples biological sciences,2024-07-10
b9a329ae9afa05a83e5f374d8076615d,451703,Pacific Peoples computing technology use and design,2024-07-10
6f0a0d4a2bc18829cb7fc2a5a0854343,451704,Pacific Peoples engineering,2024-07-10
0938caef035a20334d8ab87374996e73,451705,Pacific Peoples genomics,2024-07-10
6314ccc5cb7b7d2ac3697c08d9e7935e,451706,Pacific Peoples information and knowledge management systems,2024-07-10
95ef1c8a1931a714baac7ad3484493b6,451707,Pacific Peoples innovation,2024-07-10
eac64c7096edcb2b4258db38dac25f81,451708,Pacific Peoples knowledge management methods,2024-07-10
0a6be09da0ace8e3c3bfaf55e910b07a,451709,"Pacific Peoples mathematical, physical and chemical sciences (excl. astronomy and cosmology)",2024-07-10
f2258de6a8485783e9c8ccd6e62379b8,451799,Pacific Peoples sciences not elsewhere classified,2024-07-10
7c4176250d9739cb2527087337c75b14,451801,Pacific Peoples and the law,2024-07-10
214762fdc928887e38b720a4bdbc911e,451802,Pacific Peoples anthropology,2024-07-10
281865d43cd3c08a6de116c05dcfacc3,451803,Pacific Peoples architecture,2024-07-10
82afcd674d013fbc29934aadbc340d91,451804,Pacific Peoples commerce,2024-07-10
6e03571256ad4ab18a1d499aca9f2eb6,451805,Pacific Peoples community and regional development,2024-07-10
526484ebc30768ef85590bb788e6e343,451806,Pacific Peoples community governance and decision making,2024-07-10
103a6cc6747d6d314a30b8cd6158b027,451807,Pacific Peoples community-based research,2024-07-10
ebb59ad59e425ee568c5e12be9c5d803,451808,Pacific Peoples criminology,2024-07-10
8100bdec1662e6751c3727244e2ac00a,451809,Pacific Peoples customary law,2024-07-10
3402d3c5a5fcdf247f83cf85e0091561,451810,Pacific Peoples design practice and management,2024-07-10
3c3a388329c0b8f361d56d031b26115b,451811,Pacific Peoples economics,2024-07-10
667030d1fe7fc83abc837d8398f11de4,451812,Pacific Peoples finance,2024-07-10
1b6ad33f5762755e9fdf1dbf033c8a6b,451813,Pacific Peoples human geography and demography,2024-07-10
210c67b8b536e6bcea965de16238fee7,451814,Pacific Peoples legislation,2024-07-10
d09c75239b2c08468a14e68f6044c20b,451815,Pacific Peoples management,2024-07-10
f53c0315397fe66b68ec388aab3609dc,451816,Pacific Peoples marketing,2024-07-10
9c0711bb9c1fea02c71c46314683100f,451817,Pacific Peoples not-for-profit social enterprises,2024-07-10
b2c3c36be795d3d4924a6fe6152d8311,451818,Pacific Peoples perspectives,2024-07-10
ebbb9d356d86cc72543a08e15c6aa39d,451819,Pacific Peoples political participation and representation,2024-07-10
f126708ffdeb87cc010c3e7d62f2f7e3,451820,Pacific Peoples politics,2024-07-10
1e02736b4909a94d033864e341cab3cf,451821,Pacific Peoples social impact and program evaluation,2024-07-10
c059eb25244c1d0f114e5b6b8451da1c,451822,Pacific Peoples social work and social justice,2024-07-10
5aff9d5df6f9b4e4e4e1cee07f8a4940,451823,Pacific Peoples sociological studies,2024-07-10
fc7e6da87683390a2ee23d64e47b0c7f,451824,Pacific Peoples sociology,2024-07-10
9a32cfb46bacc45a84b1096e17292e6e,451825,Pacific Peoples tourism,2024-07-10
0b004f752a0d93882b04322c615a6287,451826,Pacific Peoples urban and regional planning,2024-07-10
291b50a586ac8654d1f2f3a36a1d70fd,451899,"Pacific Peoples, society and community not elsewhere classified",2024-07-10
00c1c9e9c52cf1f690f736a487b514d8,451901,"Global Indigenous studies culture, language and history",2024-07-10
0c64717376a3695486647f9c5e23ea30,451902,Global Indigenous studies environmental knowledges and management,2024-07-10
64ce4491c645ead1f54027cce73750ec,451903,Global Indigenous studies health and wellbeing,2024-07-10
52958ac4f25beafed34323c06e3ee789,451904,"Global Indigenous studies peoples, society and community",2024-07-10
b560727a75c6706f7ba00971322515c9,451905,Global Indigenous studies sciences,2024-07-10
ed11c1b52603acc3137569e0e0c1eef4,451906,Indigenous data and data technologies,2024-07-10
d167b28f93df8b3a0454e6df259e71c9,451907,Indigenous methodologies,2024-07-10
6a300503a3c60c221541a0006657f377,451999,"Other Indigenous data, methodologies and global Indigenous studies not elsewhere classified",2024-07-10
7f32f27fba746aef60f5839a32b640e9,459999,Other Indigenous studies not elsewhere classified,2024-07-10
2f888caa528e23a67db22b510cfe7260,460101,Applications in arts and humanities,2024-07-10
3ade937d648a65a174bcb706e9da66f6,460102,Applications in health,2024-07-10
853c01481706d0757b170e77c68f0099,460103,Applications in life sciences,2024-07-10
2e8a07b73d352c702427246c066f3d1f,460104,Applications in physical sciences,2024-07-10
e2930e86cff4e226954987ca0f560c80,460105,Applications in social sciences and education,2024-07-10
be741d5bf14cbf50b528e599712e5dcb,460106,Spatial data and applications,2024-07-10
9413588762b7718b5f4dad6b3ffca60b,460199,Applied computing not elsewhere classified,2024-07-10
320aefcaeb2c07dce0f16788fa531755,460201,Artificial life and complex adaptive systems,2024-07-10
d3742a66f361f89bf33110434c686c3b,460202,Autonomous agents and multiagent systems,2024-07-10
16b33edf9faa309c775683207abbd30c,460203,Evolutionary computation,2024-07-10
769e9b8a7ccb557986422793c9bab18b,460204,Fuzzy computation,2024-07-10
af4313d7c60d9cfc91d6ae77165d9783,460205,Intelligent robotics,2024-07-10
a6b99c0e758e918e08e5b378b3e785ad,460206,Knowledge representation and reasoning,2024-07-10
bcf6a9d98b89d59fc37de105cb64cd37,460207,Modelling and simulation,2024-07-10
11636ef797a2bbf620f87cf4bc4de6ab,460208,Natural language processing,2024-07-10
45f48d5e2113c10479c66e0e9fadd78b,460209,Planning and decision making,2024-07-10
fe32e5dd3176017e321fdc9c14069648,460210,Satisfiability and optimisation,2024-07-10
cfb09263bf32b7cab2f099199ac3b2e6,460211,Speech production,2024-07-10
0c11d22aea4cbcb7908a3e4509fca050,460212,Speech recognition,2024-07-10
e06ff6ffa759cc564a744c45e7b2b9c7,460299,Artificial intelligence not elsewhere classified,2024-07-10
2cf5f37743239ec887b81438437e53cf,460301,Active sensing,2024-07-10
4619c3145a0ca6753004e47937ef424e,460302,Audio processing,2024-07-10
91a933445f7a98c3317774f446434a7b,460303,Computational imaging,2024-07-10
a9c37d5dd62eabe4ec56a15657f785c9,460304,Computer vision,2024-07-10
1bfa19928ababf8a883979c676807b61,460305,Image and video coding,2024-07-10
